premise,hypothesis,label,P-Verbal,P-Non-verbal,P-Analytic,P-Synthetic,P-Clausal,P-Sub-clausal,P-Ordinary,P-Meta-linguistic,Unnamed: 13,H-Verbal,H-Non-verbal,H-Analytic,H-Synthetic,H-Clausal,H-Sub-clausal,H-Ordinary,H-Meta-linguistic,Unnamed: 22,Construction,Construction Subtype,Indefinite quantifier change,Negator addition or deletion,Negator position change,Clause or sub-clause deletion,Negator token change,Comparative quantifier change,Focus particle change,Lexical change,Numerical quantifier change,Syntactical changes,Quantification
None of them supported her.,Few of them supported her.,contradiction,0,1,0,1,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,absolute negator,never,1,0,0,0,0,0,0,0,0,0,1
None of them supported her.,Not one of them supported her.,entailment,0,1,0,1,0,1,1,0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,One of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,One of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,Two of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,Two of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
None of them supported her.,Twenty of them supported her.,contradiction,0,1,0,1,0,1,1,0,,,,,,,,,,,absolute negator,never,1,0,0,0,0,0,0,0,1,0,1
None of them supported her.,Twenty of them did not support her.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,absolute negator,never,1,1,0,0,0,0,0,0,1,0,1
You can not answer their letters: you're not legally required to respond.,You can answer their letters.,neutral,1,0,1,0,1,0,1,0,,,,,,,,,,,not + auxillary,can not,0,1,0,1,0,0,0,0,0,0,0
You can not answer their letters.,You don't have to answer their letters.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,It is required that they not read it.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,They need not read it.,neutral,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
They must not read it.,They should not read it.,entailment,1,0,1,0,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
We were friends at no time.,We were friends in no time.,contradiction,0,1,0,1,0,1,1,0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,not + auxillary,must not,0,0,0,0,0,0,0,1,0,0,0
We were friends at no time.,We were not friends.,entailment,0,1,0,1,0,1,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,must not,0,0,1,1,0,0,0,0,0,0,0
I can't stop reading this book.,I am not reading this book.,contradiction,1,0,0,1,1,0,1,0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,not + auxillary,can not,0,0,0,0,0,0,0,1,0,0,0
I can't stop reading this book.,I am reading this book.,entailment,1,0,0,1,1,0,1,0,,,,,,,,,,,not + auxillary,can not,0,1,0,0,0,0,0,1,0,0,0
