premise	hypothesis	label
They're good.	They're not bad.	0
This is frivolous.	This is serious.	1
This is frivolous.	This is not frivolous.	1
This is frivolous.	This is not serious.	0
This is playful.	This is serious.	1
This is playful.	This is not playful.	1
This is playful.	This is not serious.	0
No, it's false.	No, it's true.	1
No, it's false.	No, it's not false.	1
No, it's false.	No, it's not true.	0
No, it's untruthful.	No, it's true.	1
No, it's untruthful.	No, it's not untruthful.	1
No, it's untruthful.	No, it's not true.	0
But this is impossible.	But this is possible.	1
But this is impossible.	But this is not impossible.	1
But this is impossible.	But this is not possible.	0
But this is actual.	But this is possible.	1
But this is actual.	But this is not actual.	1
But this is actual.	But this is not possible.	0
Whoa, this is bad.	Whoa, this is good.	1
Whoa, this is bad.	Whoa, this is not bad.	1
Whoa, this is bad.	Whoa, this is not good.	0
Whoa, this is evil.	Whoa, this is good.	1
Whoa, this is evil.	Whoa, this is not evil.	1
Whoa, this is evil.	Whoa, this is not good.	0
How can she be uncertain how she feels?	How can she be sure how she feels?	1
How can she be uncertain how she feels?	How can she not be uncertain how she feels?	1
How can she be uncertain how she feels?	How can she not be sure how she feels?	0
How can she be unsure how she feels?	How can she be sure how she feels?	1
How can she be unsure how she feels?	How can she not be unsure how she feels?	1
How can she be unsure how she feels?	How can she not be sure how she feels?	0
We have little time.	We have not little time.	1
We have little time.	We have not much time.	0
I am a poor man.	I am a rich man.	1
I am a poor man.	I am not a poor man.	1
I am a poor man.	I am not a rich man.	0
It's unready.	It's ready.	1
It's unready.	It's not unready.	1
It's unready.	It's not ready.	0
It is bad to me.	It is good to me.	1
It is bad to me.	It is not bad to me.	1
It is bad to me.	It is not good to me.	0
I'm alive.	I'm dead.	1
I'm alive.	I'm not alive.	1
I'm alive.	I'm not dead.	0
All right, unofficial suspects.	All right, official suspects.	1
All right, unofficial suspects.	All right, not unofficial suspects.	1
All right, unofficial suspects.	All right, not official suspects.	0
It does feel bad.	It does feel good.	1
It does feel bad.	It does not feel bad.	1
It does feel bad.	It does not feel good.	0
It does feel evil.	It does feel good.	1
It does feel evil.	It does not feel evil.	1
It does feel evil.	It does not feel good.	0
Uh, I'm uncertain.	Uh, I'm sure.	1
Uh, I'm uncertain.	Uh, I'm not uncertain.	1
Uh, I'm uncertain.	Uh, I'm not sure.	0
Uh, I'm unsure.	Uh, I'm sure.	1
Uh, I'm unsure.	Uh, I'm not unsure.	1
Uh, I'm unsure.	Uh, I'm not sure.	0
I know it is impossible.	I know it is possible.	1
I know it is impossible.	I know it is not impossible.	1
I know it is impossible.	I know it is not possible.	0
I know it is actual.	I know it is possible.	1
I know it is actual.	I know it is not actual.	1
I know it is actual.	I know it is not possible.	0
No, it's a bad idea, no.	No, it's a good idea, no.	1
No, it's a bad idea, no.	No, it's not a bad idea, no.	1
No, it's a bad idea, no.	No, it's not a good idea, no.	0
No, it's an evil idea, no.	No, it's a good idea, no.	1
No, it's an evil idea, no.	No, it's not an evil idea, no.	1
No, it's an evil idea, no.	No, it's not a good idea, no.	0
He's awake.	He's asleep.	1
He's awake.	He's not awake.	1
He's awake.	He's not asleep.	0
You're not thin.	You're not fat.	1
You're not thin.	You're thin.	1
You're not thin.	You're fat.	0
You're not nonfat.	You're not fat.	1
You're not nonfat.	You're nonfat.	1
You're not nonfat.	You're fat.	0
It's not unhealthy.	It's not healthy.	1
It's not unhealthy.	It's unhealthy.	1
It's not unhealthy.	It's healthy.	0
That's not unacceptable.	That's not acceptable.	1
That's not unacceptable.	That's unacceptable.	1
That's not unacceptable.	That's acceptable.	0
I'm not innocent.	I'm not guilty.	1
I'm not innocent.	I'm innocent.	1
I'm not innocent.	I'm guilty.	0
That's not unnatural.	That's not natural.	1
That's not unnatural.	That's unnatural.	1
That's not unnatural.	That's natural.	0
That's not artificial.	That's not natural.	1
That's not artificial.	That's artificial.	1
That's not artificial.	That's natural.	0
That's not supernatural.	That's not natural.	1
That's not supernatural.	That's supernatural.	1
That's not supernatural.	That's natural.	0
That's not sharp.	That's not natural.	1
That's not sharp.	That's sharp.	1
That's not sharp.	That's natural.	0
This is not a bad idea.	This is not a good idea.	1
This is not a bad idea.	This is a bad idea.	1
This is not a bad idea.	This is a good idea.	0
This is not an evil idea.	This is not a good idea.	1
This is not an evil idea.	This is an evil idea.	1
This is not an evil idea.	This is a good idea.	0
Something is not incorrect.	Something is not right.	1
Something is not incorrect.	Something is incorrect.	1
Something is not incorrect.	Something is right.	0
Something is not wrong.	Something is not right.	1
Something is not wrong.	Something is wrong.	1
Something is not wrong.	Something is right.	0
It's not an evil idea.	It's not a good idea.	1
It's not an evil idea.	It's an evil idea.	1
It's not an evil idea.	It's a good idea.	0
It's not unfair.	It's not fair.	1
It's not unfair.	It's unfair.	1
It's not unfair.	It's fair.	0
It's not foul.	It's not fair.	1
It's not foul.	It's foul.	1
It's not foul.	It's fair.	0
That's not unfair.	That's not fair.	1
That's not unfair.	That's unfair.	1
That's not unfair.	That's fair.	0
That's not foul.	That's not fair.	1
That's not foul.	That's foul.	1
That's not foul.	That's fair.	0
That is not unfair.	That is not fair.	1
That is not unfair.	That is unfair.	1
That is not unfair.	That is fair.	0
That is not foul.	That is not fair.	1
That is not foul.	That is foul.	1
That is not foul.	That is fair.	0
It's not impolite.	It's not polite.	1
It's not impolite.	It's impolite.	1
It's not impolite.	It's polite.	0
It's not uncivil.	It's not polite.	1
It's not uncivil.	It's uncivil.	1
It's not uncivil.	It's polite.	0
That is not the other.	That is not the same.	1
That is not the other.	That is the other.	1
That is not the other.	That is the same.	0
That is not different.	That is not the same.	1
That is not different.	That is different.	1
That is not different.	That is the same.	0
That is not unlike.	That is not the same.	1
That is not unlike.	That is unlike.	1
That is not unlike.	That is the same.	0
It's not bad for you.	It's not good for you.	1
It's not bad for you.	It's bad for you.	1
It's not bad for you.	It's good for you.	0
It's not evil for you.	It's not good for you.	1
It's not evil for you.	It's evil for you.	1
It's not evil for you.	It's good for you.	0
It's not unimportant.	It's not important.	1
It's not unimportant.	It's unimportant.	1
It's not unimportant.	It's important.	0
It's not insignificant.	It's not important.	1
It's not insignificant.	It's insignificant.	1
It's not insignificant.	It's important.	0
It's not noncrucial.	It's not important.	1
It's not noncrucial.	It's noncrucial.	1
It's not noncrucial.	It's important.	0
It is not dangerous.	It is not safe.	1
It is not dangerous.	It is dangerous.	1
It is not dangerous.	It is safe.	0
It is not out.	It is not safe.	1
It is not out.	It is out.	1
It is not out.	It is safe.	0
I'm not uncertain.	I'm not sure.	1
I'm not uncertain.	I'm uncertain.	1
I'm not uncertain.	I'm sure.	0
I'm not unsure.	I'm not sure.	1
I'm not unsure.	I'm unsure.	1
I'm not unsure.	I'm sure.	0
It's not improbable.	It's not likely.	1
It's not improbable.	It's improbable.	1
It's not improbable.	It's likely.	0
It's not out.	It's not safe.	1
It's not out.	It's out.	1
It's not out.	It's safe.	0
This is not incorrect.	This is not right.	1
This is not incorrect.	This is incorrect.	1
This is not incorrect.	This is right.	0
This is not wrong.	This is not right.	1
This is not wrong.	This is wrong.	1
This is not wrong.	This is right.	0
He's not safe.	He's not dangerous.	1
He's not safe.	He's safe.	1
He's not safe.	He's dangerous.	0
I'm not frivolous.	I'm not serious.	1
I'm not frivolous.	I'm frivolous.	1
I'm not frivolous.	I'm serious.	0
I'm not playful.	I'm not serious.	1
I'm not playful.	I'm playful.	1
I'm not playful.	I'm serious.	0
Something's not incorrect.	Something's not right.	1
Something's not incorrect.	Something's incorrect.	1
Something's not incorrect.	Something's right.	0
Something's not wrong.	Something's not right.	1
Something's not wrong.	Something's wrong.	1
Something's not wrong.	Something's right.	0
It's not incorrect.	It's not right.	1
It's not incorrect.	It's incorrect.	1
It's not incorrect.	It's right.	0
It's not wrong.	It's not right.	1
It's not wrong.	It's wrong.	1
It's not wrong.	It's right.	0
It's not actual.	It's not possible.	1
It's not actual.	It's actual.	1
It's not actual.	It's possible.	0
That is not false.	That is not true.	1
That is not false.	That is false.	1
That is not false.	That is true.	0
That is not untruthful.	That is not true.	1
That is not untruthful.	That is untruthful.	1
That is not untruthful.	That is true.	0
That's not impossible.	That's not possible.	1
That's not impossible.	That's impossible.	1
That's not impossible.	That's possible.	0
That's not actual.	That's not possible.	1
That's not actual.	That's actual.	1
That's not actual.	That's possible.	0
That's not evil.	That's not good.	1
That's not evil.	That's evil.	1
That's not evil.	That's good.	0
It's not unreal.	It's not real.	1
It's not unreal.	It's unreal.	1
It's not unreal.	It's real.	0
It's not nominal.	It's not real.	1
It's not nominal.	It's nominal.	1
It's not nominal.	It's real.	0
It's not insubstantial.	It's not real.	1
It's not insubstantial.	It's insubstantial.	1
It's not insubstantial.	It's real.	0
That's not unnecessary.	That's not necessary.	1
That's not unnecessary.	That's unnecessary.	1
That's not unnecessary.	That's necessary.	0
We do not have little time.	We do not have much time.	1
We do not have little time.	We have little time.	1
We do not have little time.	We have much time.	0
It is not impossible.	It is not possible.	1
It is not impossible.	It is impossible.	1
It is not impossible.	It is possible.	0
It is not actual.	It is not possible.	1
It is not actual.	It is actual.	1
It is not actual.	It is possible.	0
That is not impossible.	That is not possible.	1
That is not impossible.	That is impossible.	1
That is not impossible.	That is possible.	0
That is not actual.	That is not possible.	1
That is not actual.	That is actual.	1
That is not actual.	That is possible.	0
He's not incorrect.	He's not right.	1
He's not incorrect.	He's incorrect.	1
He's not incorrect.	He's right.	0
She's not breathless.	She's not breathing.	1
She's not breathless.	She's breathless.	1
She's not breathless.	She's breathing.	0
I'm not uncertain I can relax.	I'm not sure I can relax.	1
I'm not uncertain I can relax.	I'm uncertain I can relax.	1
I'm not uncertain I can relax.	I'm sure I can relax.	0
I'm not unsure I can relax.	I'm not sure I can relax.	1
I'm not unsure I can relax.	I'm unsure I can relax.	1
I'm not unsure I can relax.	I'm sure I can relax.	0
It's not irrelevant.	It's not relevant.	1
It's not irrelevant.	It's irrelevant.	1
It's not irrelevant.	It's relevant.	0
It's not unnatural.	It's not natural.	1
It's not unnatural.	It's unnatural.	1
It's not unnatural.	It's natural.	0
It's not artificial.	It's not natural.	1
It's not artificial.	It's artificial.	1
It's not artificial.	It's natural.	0
It's not supernatural.	It's not natural.	1
It's not supernatural.	It's supernatural.	1
It's not supernatural.	It's natural.	0
It's not sharp.	It's not natural.	1
It's not sharp.	It's sharp.	1
It's not sharp.	It's natural.	0
That is not a bad idea.	That is not a good idea.	1
That is not a bad idea.	That is a bad idea.	1
That is not a bad idea.	That is a good idea.	0
That is not an evil idea.	That is not a good idea.	1
That is not an evil idea.	That is an evil idea.	1
That is not an evil idea.	That is a good idea.	0
It's not evil.	It's not good.	1
It's not evil.	It's evil.	1
It's not evil.	It's good.	0
That's not incorrect.	That's not right.	1
That's not incorrect.	That's incorrect.	1
That's not incorrect.	That's right.	0
That's not wrong.	That's not right.	1
That's not wrong.	That's wrong.	1
That's not wrong.	That's right.	0
This is not unhealthy.	This is not healthy.	1
This is not unhealthy.	This is unhealthy.	1
This is not unhealthy.	This is healthy.	0
Oh, that's not bad.	Oh, that's not good.	1
Oh, that's not bad.	Oh, that's bad.	1
Oh, that's not bad.	Oh, that's good.	0
Oh, that's not evil.	Oh, that's not good.	1
Oh, that's not evil.	Oh, that's evil.	1
Oh, that's not evil.	Oh, that's good.	0
No, that's not impossible.	No, that's not possible.	1
No, that's not impossible.	No, that's impossible.	1
No, that's not impossible.	No, that's possible.	0
No, that's not actual.	No, that's not possible.	1
No, that's not actual.	No, that's actual.	1
No, that's not actual.	No, that's possible.	0
It's not unclear.	It's not clear.	1
It's not unclear.	It's unclear.	1
It's not unclear.	It's clear.	0
It's not opaque.	It's not clear.	1
It's not opaque.	It's opaque.	1
It's not opaque.	It's clear.	0
It's not ill-defined.	It's not clear.	1
It's not ill-defined.	It's ill-defined.	1
It's not ill-defined.	It's clear.	0
It's not cloudy.	It's not clear.	1
It's not cloudy.	It's cloudy.	1
It's not cloudy.	It's clear.	0
WAILING He's not breathless.	WAILING He's not breathing.	1
WAILING He's not breathless.	WAILING He's breathless.	1
WAILING He's not breathless.	WAILING He's breathing.	0
This is not unacceptable.	This is not acceptable.	1
This is not unacceptable.	This is unacceptable.	1
This is not unacceptable.	This is acceptable.	0
Yeah, not good.	Yeah, not bad.	1
Yeah, not good.	Yeah, good.	1
Yeah, not good.	Yeah, bad.	0
Its not impossible.	Its not possible.	1
Its not impossible.	Its impossible.	1
Its not impossible.	Its possible.	0
Its not actual.	Its not possible.	1
Its not actual.	Its actual.	1
Its not actual.	Its possible.	0
We've not little time.	We've not much time.	1
We've not little time.	We've little time.	1
We've not little time.	We've much time.	0
It's not good, huh?	It's not bad, huh?	1
It's not good, huh?	It's good, huh?	1
It's not good, huh?	It's bad, huh?	0
She's not unavailable.	She's not available.	1
She's not unavailable.	She's unavailable.	1
She's not unavailable.	She's available.	0
You're not frivolous?	You're not serious?	1
You're not frivolous?	You're frivolous?	1
You're not frivolous?	You're serious?	0
You're not playful?	You're not serious?	1
You're not playful?	You're playful?	1
You're not playful?	You're serious?	0
It's not false.	It's not true.	1
It's not false.	It's false.	1
It's not false.	It's true.	0
It's not untruthful.	It's not true.	1
It's not untruthful.	It's untruthful.	1
It's not untruthful.	It's true.	0
Yeah, that's not unfair.	Yeah, that's not fair.	1
Yeah, that's not unfair.	Yeah, that's unfair.	1
Yeah, that's not unfair.	Yeah, that's fair.	0
Yeah, that's not foul.	Yeah, that's not fair.	1
Yeah, that's not foul.	Yeah, that's foul.	1
Yeah, that's not foul.	Yeah, that's fair.	0
He's not breathless.	He's not breathing.	1
He's not breathless.	He's breathless.	1
He's not breathless.	He's breathing.	0
This is not unfair.	This is not fair.	1
This is not unfair.	This is unfair.	1
This is not unfair.	This is fair.	0
This is not foul.	This is not fair.	1
This is not foul.	This is foul.	1
This is not foul.	This is fair.	0
It is not false.	It is not true.	1
It is not false.	It is false.	1
It is not false.	It is true.	0
It is not untruthful.	It is not true.	1
It is not untruthful.	It is untruthful.	1
It is not untruthful.	It is true.	0
You're not a good guy after all.	You're not a bad guy after all.	1
You're not a good guy after all.	You're a good guy after all.	1
You're not a good guy after all.	You're a bad guy after all.	0
It's not the other.	It's not the same.	1
It's not the other.	It's the other.	1
It's not the other.	It's the same.	0
It's not different.	It's not the same.	1
It's not different.	It's different.	1
It's not different.	It's the same.	0
It's not unlike.	It's not the same.	1
It's not unlike.	It's unlike.	1
It's not unlike.	It's the same.	0
Ah, he's not breathless.	Ah, he's not breathing.	1
Ah, he's not breathless.	Ah, he's breathless.	1
Ah, he's not breathless.	Ah, he's breathing.	0
It's not difficult to explain.	It's not easy to explain.	1
It's not difficult to explain.	It's difficult to explain.	1
It's not difficult to explain.	It's easy to explain.	0
It's not uneasy to explain.	It's not easy to explain.	1
It's not uneasy to explain.	It's uneasy to explain.	1
It's not uneasy to explain.	It's easy to explain.	0
You are not frivolous.	You are not serious.	1
You are not frivolous.	You are frivolous.	1
You are not frivolous.	You are serious.	0
You are not playful.	You are not serious.	1
You are not playful.	You are playful.	1
You are not playful.	You are serious.	0
He is not innocent.	He is not guilty.	1
He is not innocent.	He is innocent.	1
He is not innocent.	He is guilty.	0
She's not evil.	She's not good.	1
She's not evil.	She's evil.	1
She's not evil.	She's good.	0
I was not correct.	I was not wrong.	1
I was not correct.	I was correct.	1
I was not correct.	I was wrong.	0
I was not right.	I was not wrong.	1
I was not right.	I was right.	1
I was not right.	I was wrong.	0
No, he's not alive.	No, he's not dead.	1
No, he's not alive.	No, he's alive.	1
No, he's not alive.	No, he's dead.	0
I am not hearing.	I am not deaf.	1
I am not hearing.	I am hearing.	1
I am not hearing.	I am deaf.	0
But that's not impossible.	But that's not possible.	1
But that's not impossible.	But that's impossible.	1
But that's not impossible.	But that's possible.	0
But that's not actual.	But that's not possible.	1
But that's not actual.	But that's actual.	1
But that's not actual.	But that's possible.	0
I was not idle.	I was not busy.	1
I was not idle.	I was idle.	1
I was not idle.	I was busy.	0
I'm not unafraid.	I'm not afraid.	1
I'm not unafraid.	I'm unafraid.	1
I'm not unafraid.	I'm afraid.	0
They're not unreal.	They're not real.	1
They're not unreal.	They're unreal.	1
They're not unreal.	They're real.	0
They're not nominal.	They're not real.	1
They're not nominal.	They're nominal.	1
They're not nominal.	They're real.	0
They're not insubstantial.	They're not real.	1
They're not insubstantial.	They're insubstantial.	1
They're not insubstantial.	They're real.	0
It's not common.	It's not uncommon.	1
It's not common.	It's common.	1
It's not common.	It's uncommon.	0
That's not the other thing.	That's not the same thing.	1
That's not the other thing.	That's the other thing.	1
That's not the other thing.	That's the same thing.	0
That's not a different thing.	That's not the same thing.	1
That's not a different thing.	That's a different thing.	1
That's not a different thing.	That's the same thing.	0
That's not an unlike thing.	That's not the same thing.	1
That's not an unlike thing.	That's an unlike thing.	1
That's not an unlike thing.	That's the same thing.	0
That is not unacceptable.	That is not acceptable.	1
That is not unacceptable.	That is unacceptable.	1
That is not unacceptable.	That is acceptable.	0
You're not unafraid, are you?	You're not afraid, are you?	1
You're not unafraid, are you?	You're unafraid, aren't you?	1
You're not unafraid, are you?	You're afraid, aren't you?	0
We're not shut.	We're not open.	1
We're not shut.	We're shut.	1
We're not shut.	We're open.	0
We're not closed.	We're not open.	1
We're not closed.	We're closed.	1
We're not closed.	We're open.	0
We're not unreceptive.	We're not open.	1
We're not unreceptive.	We're unreceptive.	1
We're not unreceptive.	We're open.	0
We're not covert.	We're not open.	1
We're not covert.	We're covert.	1
We're not covert.	We're open.	0
That's not irrelevant.	That's not relevant.	1
That's not irrelevant.	That's irrelevant.	1
That's not irrelevant.	That's relevant.	0
They're not irreplaceable.	They're not replaceable.	1
They're not irreplaceable.	They're irreplaceable.	1
They're not irreplaceable.	They're replaceable.	0
You're not frivolous, are you?	You're not serious, are you?	1
You're not frivolous, are you?	You're frivolous, aren't you?	1
You're not frivolous, are you?	You're serious, aren't you?	0
You're not playful, are you?	You're not serious, are you?	1
You're not playful, are you?	You're playful, aren't you?	1
You're not playful, are you?	You're serious, aren't you?	0
This is not the other thing.	This is not the same thing.	1
This is not the other thing.	This is the other thing.	1
This is not the other thing.	This is the same thing.	0
This is not a different thing.	This is not the same thing.	1
This is not a different thing.	This is a different thing.	1
This is not a different thing.	This is the same thing.	0
This is not an unlike thing.	This is not the same thing.	1
This is not an unlike thing.	This is an unlike thing.	1
This is not an unlike thing.	This is the same thing.	0
You're not unafraid?	You're not afraid?	1
You're not unafraid?	You're unafraid?	1
You're not unafraid?	You're afraid?	0
This girl's allergies are not extraordinary.	This girl's allergies are not ordinary.	1
This girl's allergies are not extraordinary.	This girl's allergies are extraordinary.	1
This girl's allergies are not extraordinary.	This girl's allergies are ordinary.	0
It is not unfair.	It is not fair.	1
It is not unfair.	It is unfair.	1
It is not unfair.	It is fair.	0
It is not foul.	It is not fair.	1
It is not foul.	It is foul.	1
It is not foul.	It is fair.	0
Because it's not unfair.	Because it's not fair.	1
Because it's not unfair.	Because it's unfair.	1
Because it's not unfair.	Because it's fair.	0
Because it's not foul.	Because it's not fair.	1
Because it's not foul.	Because it's foul.	1
Because it's not foul.	Because it's fair.	0
You're not well, are you?	You're not sick, are you?	1
You're not well, are you?	You're well, aren't you?	1
You're not well, are you?	You're sick, aren't you?	0
Is that not false?	Is that not true?	1
Is that not false?	Is that false?	1
Is that not false?	Is that true?	0
Is that not untruthful?	Is that not true?	1
Is that not untruthful?	Is that untruthful?	1
Is that not untruthful?	Is that true?	0
That's not dangerous.	That's not safe.	1
That's not dangerous.	That's dangerous.	1
That's not dangerous.	That's safe.	0
That's not out.	That's not safe.	1
That's not out.	That's out.	1
That's not out.	That's safe.	0
Because it's not dangerous.	Because it's not safe.	1
Because it's not dangerous.	Because it's dangerous.	1
Because it's not dangerous.	Because it's safe.	0
Because it's not out.	Because it's not safe.	1
Because it's not out.	Because it's out.	1
Because it's not out.	Because it's safe.	0
She's not major.	She's not underage.	1
She's not major.	She's major.	1
She's not major.	She's underage.	0
But that's not irrelevant.	But that's not relevant.	1
But that's not irrelevant.	But that's irrelevant.	1
But that's not irrelevant.	But that's relevant.	0
That's not an evil idea.	That's not a good idea.	1
That's not an evil idea.	That's an evil idea.	1
That's not an evil idea.	That's a good idea.	0
The Fuhrer is not alive.	The Fuhrer is not dead.	1
The Fuhrer is not alive.	The Fuhrer is alive.	1
The Fuhrer is not alive.	The Fuhrer is dead.	0
That's...not impossible.	That's...not possible.	1
That's...not impossible.	That's...impossible.	1
That's...not impossible.	That's...possible.	0
That's...not actual.	That's...not possible.	1
That's...not actual.	That's...actual.	1
That's...not actual.	That's...possible.	0
I'm not euphoric.	I'm not unhappy.	1
I'm not euphoric.	I'm euphoric.	1
I'm not euphoric.	I'm unhappy.	0
You see, I know that's not false.	You see, I know that's not true.	1
You see, I know that's not false.	You see, I know that's false.	1
You see, I know that's not false.	You see, I know that's true.	0
You see, I know that's not untruthful.	You see, I know that's not true.	1
You see, I know that's not untruthful.	You see, I know that's untruthful.	1
You see, I know that's not untruthful.	You see, I know that's true.	0
It's not what you would call unethical.	It's not what you would call ethical.	1
It's not what you would call unethical.	It's what you would call unethical.	1
It's not what you would call unethical.	It's what you would call ethical.	0
Something's not incorrect to me.	Something's not right to me.	1
Something's not incorrect to me.	Something's incorrect to me.	1
Something's not incorrect to me.	Something's right to me.	0
Something's not wrong to me.	Something's not right to me.	1
Something's not wrong to me.	Something's wrong to me.	1
Something's not wrong to me.	Something's right to me.	0
Um, I'm not uncertain.	Um, I'm not sure.	1
Um, I'm not uncertain.	Um, I'm uncertain.	1
Um, I'm not uncertain.	Um, I'm sure.	0
Um, I'm not unsure.	Um, I'm not sure.	1
Um, I'm not unsure.	Um, I'm unsure.	1
Um, I'm not unsure.	Um, I'm sure.	0
He's not alive.	He's not dead.	1
He's not alive.	He's alive.	1
He's not alive.	He's dead.	0
She's not dull.	She's not bright.	1
She's not dull.	She's dull.	1
She's not dull.	She's bright.	0
She's not dimmed.	She's not bright.	1
She's not dimmed.	She's dimmed.	1
She's not dimmed.	She's bright.	0
He's not different from the other guys.	He's not like the other guys.	1
He's not different from the other guys.	He's different from the other guys.	1
He's not different from the other guys.	He's like the other guys.	0
He's not unlike the other guys.	He's not like the other guys.	1
He's not unlike the other guys.	He's unlike the other guys.	1
He's not unlike the other guys.	He's like the other guys.	0
That's not unimportant.	That's not important.	1
That's not unimportant.	That's unimportant.	1
That's not unimportant.	That's important.	0
That's not insignificant.	That's not important.	1
That's not insignificant.	That's insignificant.	1
That's not insignificant.	That's important.	0
That's not noncrucial.	That's not important.	1
That's not noncrucial.	That's noncrucial.	1
That's not noncrucial.	That's important.	0
That's not unfair, Nance.	That's not fair, Nance.	1
That's not unfair, Nance.	That's unfair, Nance.	1
That's not unfair, Nance.	That's fair, Nance.	0
That's not foul, Nance.	That's not fair, Nance.	1
That's not foul, Nance.	That's foul, Nance.	1
That's not foul, Nance.	That's fair, Nance.	0
But something's not incorrect.	But something's not right.	1
But something's not incorrect.	But something's incorrect.	1
But something's not incorrect.	But something's right.	0
But something's not wrong.	But something's not right.	1
But something's not wrong.	But something's wrong.	1
But something's not wrong.	But something's right.	0
This is not a bad sign.	This is not a good sign.	1
This is not a bad sign.	This is a bad sign.	1
This is not a bad sign.	This is a good sign.	0
This is not an evil sign.	This is not a good sign.	1
This is not an evil sign.	This is an evil sign.	1
This is not an evil sign.	This is a good sign.	0
That's not foolish.	That's not wise.	1
That's not foolish.	That's foolish.	1
That's not foolish.	That's wise.	0
It's not unattractive.	It's not attractive.	1
It's not unattractive.	It's unattractive.	1
It's not unattractive.	It's attractive.	0
It's not repulsive.	It's not attractive.	1
It's not repulsive.	It's repulsive.	1
It's not repulsive.	It's attractive.	0
No, that's not a bad idea.	No, that's not a good idea.	1
No, that's not a bad idea.	No, that's a bad idea.	1
No, that's not a bad idea.	No, that's a good idea.	0
No, that's not an evil idea.	No, that's not a good idea.	1
No, that's not an evil idea.	No, that's an evil idea.	1
No, that's not an evil idea.	No, that's a good idea.	0
You're not good yourself.	You're not bad yourself.	1
You're not good yourself.	You're good yourself.	1
You're not good yourself.	You're bad yourself.	0
This is not illogical.	This is not logical.	1
This is not illogical.	This is illogical.	1
This is not illogical.	This is logical.	0
This is not incoherent.	This is not logical.	1
This is not incoherent.	This is incoherent.	1
This is not incoherent.	This is logical.	0
They are not alive.	They are not dead.	1
They are not alive.	They are alive.	1
They are not alive.	They are dead.	0
She's not unstable.	She's not stable.	1
She's not unstable.	She's unstable.	1
She's not unstable.	She's stable.	0
She's not impossible.	She's not possible.	1
She's not impossible.	She's impossible.	1
She's not impossible.	She's possible.	0
She's not actual.	She's not possible.	1
She's not actual.	She's actual.	1
She's not actual.	She's possible.	0
But it's not unfair.	But it's not fair.	1
But it's not unfair.	But it's unfair.	1
But it's not unfair.	But it's fair.	0
But it's not foul.	But it's not fair.	1
But it's not foul.	But it's foul.	1
But it's not foul.	But it's fair.	0
It is not inconvenient.	It is not convenient.	1
It is not inconvenient.	It is inconvenient.	1
It is not inconvenient.	It is convenient.	0
It is not incommodious.	It is not convenient.	1
It is not incommodious.	It is incommodious.	1
It is not incommodious.	It is convenient.	0
It's not unimportant.	It's not a big deal.	1
It's not unimportant.	It's a big deal.	0
It's not insignificant.	It's not a big deal.	1
It's not insignificant.	It's a big deal.	0
It's not a small deal.	It's not a big deal.	1
It's not a small deal.	It's a small deal.	1
It's not a small deal.	It's a big deal.	0
It's not a little deal.	It's not a big deal.	1
It's not a little deal.	It's a little deal.	1
It's not a little deal.	It's a big deal.	0
It's not unnecessary.	It's not necessary.	1
It's not unnecessary.	It's unnecessary.	1
It's not unnecessary.	It's necessary.	0
They're not alive.	They're not dead.	1
They're not alive.	They're alive.	1
They're not alive.	They're dead.	0
It's not manageable.	It's not difficult.	1
It's not manageable.	It's manageable.	1
It's not manageable.	It's difficult.	0
Be not unafraid of him.	Be not afraid of him.	1
Be not unafraid of him.	Be unafraid of him.	1
Be not unafraid of him.	Be afraid of him.	0
It's not indecent.	It's not decent.	1
It's not indecent.	It's indecent.	1
It's not indecent.	It's decent.	0
You're not frivolous.	You're not serious.	1
You're not frivolous.	You're frivolous.	1
You're not frivolous.	You're serious.	0
You're not playful.	You're not serious.	1
You're not playful.	You're playful.	1
You're not playful.	You're serious.	0
We're not in danger, are we?	We're not safe, are we?	1
We're not in danger, are we?	We're in danger, aren't we?	1
We're not in danger, are we?	We're safe, aren't we?	0
We're not out, are we?	We're not safe, are we?	1
We're not out, are we?	We're out, aren't we?	1
We're not out, are we?	We're safe, aren't we?	0
It's not a bad time.	It's not a good time.	1
It's not a bad time.	It's a bad time.	1
It's not a bad time.	It's a good time.	0
It's not an evil time.	It's not a good time.	1
It's not an evil time.	It's an evil time.	1
It's not an evil time.	It's a good time.	0
I'm not bad at this.	I'm not good at this.	1
I'm not bad at this.	I'm bad at this.	1
I'm not bad at this.	I'm good at this.	0
I'm not evil at this.	I'm not good at this.	1
I'm not evil at this.	I'm evil at this.	1
I'm not evil at this.	I'm good at this.	0
This is not difficult.	This is not easy.	1
This is not difficult.	This is difficult.	1
This is not difficult.	This is easy.	0
This is not uneasy.	This is not easy.	1
This is not uneasy.	This is uneasy.	1
This is not uneasy.	This is easy.	0
She is not unstable.	She is not stable.	1
She is not unstable.	She is unstable.	1
She is not unstable.	She is stable.	0
She's not in danger.	She's not safe.	1
She's not in danger.	She's in danger.	1
She's not in danger.	She's safe.	0
She's not out.	She's not safe.	1
She's not out.	She's out.	1
She's not out.	She's safe.	0
But it's not incorrect.	But it's not right.	1
But it's not incorrect.	But it's incorrect.	1
But it's not incorrect.	But it's right.	0
But it's not wrong.	But it's not right.	1
But it's not wrong.	But it's wrong.	1
But it's not wrong.	But it's right.	0
It is not unnatural.	It is not natural.	1
It is not unnatural.	It is unnatural.	1
It is not unnatural.	It is natural.	0
